,Ratings,Full_review
14404,3,Nice Phone But Camera Quality is Bad
14405,4,"The only con I find is the huge size. But I guess that all the manufacturers are resorting to such huge displays. So, Moto is not to be blamed anyways:)"
14406,4,Ok
14407,5,Awesome 😊 More than expectations....Thank you Flipkart.
14408,4,Good quality for low price
14409,1,Display and camera quality is very poor.. Battery problem Don't buy this product
14410,5,Best mobile at this price.
14411,5,Awesome...mobile....Thank you flipkart...
14412,5,Very nice mobile
14413,4,Good design. Average camera in low lighting. Very good battery life.
14414,5,Pure and neat stock android experience with no advertising and bloatwares. Amazing Phone at this price range
14415,3,Overall the phone is good but I am not satisfied with the camera quality this time.
14416,4,"Very Good Product, Value for Money, But Display is not very good its just ok"
14417,4,Fair phone
14418,4,very good product
14419,5,Very nice mobile. We like this mobile. Thank you.
14420,5,Camera photos are best.The reviews doesn't matter.Night vision camera difference shown below
14421,3,camera and display quality is not good
14422,5,Excellent
14423,5,"Non Chinese brand and best, I have proud to myself, Go for it highly recommended."
14424,4,Good for me.
14425,3,Cemra is not good
14426,5,"Awesome phone.camera is awesome,night mode is specially awesome, design is awesome overall full phone is awesome."
14427,5,Best phone at this range !
14428,5,Excellent Packaging & Delivery TAT. Good Phone specification with this price range.
14429,5,Super phone My rating is 5
14430,4,Good
14431,2,But worst for problem to replacement in Flipkart.. worst mobile... Camera is very Very bad... First time I replaced for camera problem... But second time also same camera problem come... Then phone is in on position... we call in another phone it's come phone is switched off...Worst product in Flipkart... I think it's dublecut product... Worst Flipkart.... Farud Flipkart...
14432,4,Average product Value of money
14433,4,Happy Happy
14434,5,The mobile is superb according to value for money it's performance and battery is also wonderful and another superb thing is the delivery period Delivery was done to me in just 1 day after ordering
14435,5,Very good product and good service also from flipcart you can trust on this
14436,5,Good
14437,1,Charging takes 8 hours to complete full charge. Camera very low clarity Not valuable for money
14438,1,Worst phone
14439,4,"In this budget , good fone , but network problem as compared to other devices, network issue should be improved, overall a good fone"
14440,4,Satisfied
14441,4,Nice
14442,5,Good
14443,3,Very bad mobile. It's battery backup also is very bad.
14444,1,Received good quality product
14445,3,Camera totally waste. Battery god. Performance normal.
14446,1,Camera quality is very low......
14447,3,Network issue
14448,5,Very nice 👍
14449,4,Not satisfied with the delivery boy behaviour. Every year we exchange one or two phone . This year behavior of your delivery boy behavior is not acceptable. Old phone can be exchange with reduced value but he was rigid not to exchange the phone.
14450,3,"Product is not good at all. After 20 days of use,mobile stopped working twice. Heating issue. Front cam like vga cam...back camera just ok quality.. Mobile hangs too even without any game use or in general use.  Flipkart not returning product now and warranty is useless as these are not covered in warranty...  I am stuck. Defected product I received..."
14451,5,My 2nd wife is flipkart
14452,5,Good
14453,4,Value for money.
14454,4,Good
14455,3,No dual app system. No 2sim card with a memory Card slot.
14456,5,Good
14457,5,Superb
14458,4,All good but camera quality is not good.
14459,5,Most likely Mobile and value of 💰 🤑
14460,5,Overall is good
14461,4,Awesome mobile for this budget
14462,4,avtage mobile
14463,2,camera very bad
14464,5,Mobile is good but back cover not in box
14465,5,Good
14466,5,Excellent
14467,1,Mobile not working
14468,5,"Super product, but one drawback no separate slat for memory card."
14469,5,Nice mobile in price valu
14470,4,Awesome
14471,4,It's good for persons who want long life phone
14472,5,Superb in this much price
14473,2,very worst product by motorolla camera was very poor and it's too heavy
14474,4,Battery performance is very good....camara performance is average..in box back cover is not available so that it is very difficult to purchase back cover from local market as low selling phone..it is better if Moto provide the back case inside the box.
14475,3,"Awesome product resemble price, good quality If you have much more money than I will not refer for purchase this product ."
14476,4,GREAT
14477,2,"After using 2 month I wrote the feedback about the moto E7 plus,, this is a very disgusting product phone call properly not working, display automatically touch,, at times somany apps open,,auto rotate automatic on, don't distrub option frequently automatically on, camera on, flash light also on .so don't buy this product .I purchased on offer period.I want replace this product but I can't do that..how to get my money value... you can buy other brand don't buy moto.I think moto represent the ..."
14478,4,I wish it had better low light camera performance.
14479,4,Over all good mobile at this price range. Battery backup is not satisfactory. In wifi only 2.4 GHz band. Mobile is somewhat bulky also. But final word 'at this price range good choice'
14480,1,display stop working within 3 week. worst phone by Motorola.
14481,5,Motorola E7 Plus phone very nice good I love it I love Flipkart and supply is good supplier came to home and my packet I have thanks for very very Flipkart ♥?????
14482,5,Nice one
14483,1,Very bad cam quality.Always inbuilt apps running background even it is 4gb n 5kMah battery those apps will kill the battery's life n performance. I completely dis satisfied with its performance. I recommend not to go blindly based on its showcase description.
14484,5,"Wonderful wonderful wonderful  It is going well, there is no problem"
14485,4,Good under 9000
14486,5,Ok
14487,1,Don't buy this phone very bad camera quality
14488,5,Thanks flipkart to deliver the product before schedule.. worth to buy it..
14489,4,"A good mobile, but lower standard than expected camera quality."
14490,3,battery charging is to slow i do know why
14491,3,"Camera is not that good, like old moto e series. Battary is powerful. And display is ok"
14492,5,Best ***** ??  (^.^)  (??∇?)  (???)
14493,5,Great mobile
14494,4,Awesome ph..in this budget can't expect more..thank you flipkart
14495,4,Nice mobile
14496,3,Network problem a intarnet
14497,5,I have exchanged my mobile but its money has not come.
14498,2,Just okay phone
14499,5,Nice
14500,5,Super
14501,5,Good
14502,5,Nice
14503,5,Good product
14504,1,Repenting on the purchase. It's the worst product I ever used. I m so much disappointed. Don't buy this plz
14505,5,Nice
14506,4,Best one
14507,5,Its a very good product
14508,4,Good
14509,5,Excellent product good cermera
14510,5,"This is the worst phone , thanks flipkart for such kind of word product"
14511,5,Nice product at this price range
14512,5,Supports wifi calling. I used with jio.fingerprint scanner is bit slow. Overall good phone for the price tag
14513,4,Here is my review after 7 days: 1. Camera is decent. It could be better at this price. 2. Display is neither good nor very bad. 3. Performance is good. 4. Battery backup is awesome.
14514,5,Mobile is good but camera quality not good enough as it's having a 48mp camera. Overall it is good.
14515,5,Simply awesome.... Camera quality a little dim.. Good battery backup... 6.5 inch screen but long in length and short in width.. But it makes a good grip in hand.. Thank you moto
14516,4,Pretty good you can go for it.
14517,4,Great phone under 10k budjet
14518,2,Bad
14519,1,"Worst Motorola phone ever, Network problem, Camera quality worst, No back function touch key, Not recommend to anyone. Waste of money. Seller refuse to return. Very disappointed."
14520,4,"Back button functioning is irritating, if u want go back any app the whole app will be closed."
14521,3,Back option is not available in motorola.otherwise good quality...
14522,5,Battery power is amazing. Sound is owsam
14523,4,Product is good but delivery is too late....
14524,1,Worst phone i ever used
14525,4,Awesome product
14526,4,Nice one
14527,5,Super product on this price range
14528,4,Good entry level phone. You can buy it if you are not using heavy applications and games.
14529,5,Superb... Awsome cleartiy ... Thanks flipkart
14530,5,"Good product under this budget. Value for money. Camera, battery back up, screen resolution...… all ok  The thing is disliked is you cannot put two sim at a time, Either sd+sim1 or sim1+sim2...:(... this is not good."
14531,3,Good
14532,5,Nice mobile
14533,5,Very good product.
14534,5,Very excellent product!!!........ 👌 Nice working.... Excellent camera quality.... Full display....... Good looking...... Nice and smooth working
14535,5,Good budget phone... With stock android.
14536,5,Excellent product
14537,5,Good luck
14538,5,Very nice phone best value for reasonable price
14539,3,Rifresh is very bad and very very slow charging
14540,5,Motorola always best.
14541,1,"I purchased moto e 7 plus on 19.10.2020. when it is charged , charger is loose, and not tightly fitting in it. I thought it is charger problem. When is is not showing charging sign, I used to press charger and it was charging again. During January 2021, it was not getting charged completely. I approached motorola customer care. They are telling , the charging board got rusted, due to liquid damage, may be due to moisture, so will not get warranty. All other phone part are ok. They charged 120..."
14542,5,So naic
14543,5,good
14544,3,This Phone is better for long life use due to it's body structure And Durability And All functions only it's Camera Quality is So Poor that 48MP Rear Camera is not better than 12MP Camera of Realme Narzo 20A.
14545,5,excellent
14546,1,Worst mobile
14547,1,कैमरा बेकार
14548,5,Good quality..value for money...
14549,5,Nice mobile
14550,5,"Completely satisfied. If you're the one who don't want to invest much in mobile phones, this one is for you. I got it for as low as 4,624."
14551,2,Camera is utterly waste
14552,4,Nice one
14553,4,A basic phone with all modarate utilities. User interface is pretty good. Everything about the phone is good except size and dimensions. You can't use it single hand.
14554,3,not expected camera quality
14555,5,Good mobile with Budget able price
14556,5,Super features
14557,5,Wow. Delivered well in advance.
14558,5,Better of price
14559,3,Nice look
14560,5,Good Phone
14561,5,Good
14562,1,Very bad performance & SOP
14563,5,Its really a good mobile I am like it performens and battery. When it first came with half charge it works 2 days without changing. Nice mobile. Thanks to Motorola company.
14564,5,Good phone
14565,5,Nice & Superb Mobile.
14566,4,Very beautiful
14567,5,Good mobile Fast delivery Great😘😍
14568,4,"No bloatwares like Redmi, No forced apps like Realme, just pure and simple.  A bit heavy coz 5000MaH battery, Night view of camera is decent, Performance is top notch"
14569,5,Moto E7 Plus is really awesome which comes with a lot of specifications at Budget smartphones' price segment.....
14570,4,Neet to improve the camera quality...
14571,3,Nice
14572,4,Value for money
14573,1,I got defective phone . Charging issues. Didn't get replacement even after we prove the defects . Really disappointed with flipkart .
14574,1,"Very very worst mobile heavy weight,signal problem,no bright and crisp display,sound speaker phone very low sound,1 and half day only battery,camera laging,iam moto fan,but disapointment model"
14575,5,Nice phone but only 4 star Because only HD+ display
14576,1,Very bad
14577,5,"Awesome mobile with all features, excellent quality."
14578,5,Very nice product
14579,5,Good mobile for low range.....
14580,5,Good product
14581,3,Poor camera clarity
14582,2,Simply
14583,3,Camera could be better actually it's 12MP camera
14584,5,It's very nice I m so happy
14585,5,Nice phone
14586,5,"very good camera in budget, superb battery backup, very nice ui no ads. Excellent phone Much better than poco M2"
14587,2,Net work problem ram speed worst camera avarage
14588,5,With Moto E7 plus you will get the Value for money and a strong belief of Motorola as there has been no complaints on Moto devices since I had one for my mother before this so I opt for Moto again without thinking of anything for her this time. The best part of this device is its premium feel in this range with the solid packaging of the device qhen you use it continuously. It has a stock Google Android experience with updates directly from Google for the next two years similar to all stock A...
14589,5,Nic
14590,3,Good 👍
14591,5,Very good product
14592,3,With this price range it's a good phone but the face recognition doesn't perform at well in low light and the rare cam doesn't perform at 48 mp instead it works on 32 mp. But for call and video watching and social networking it's doing well. Can't handel heavy games like COD but doing great for candy crush and angry bird. Now upto u. For minimal gaming it's good .
14593,5,Very nice camera & battery backup
14594,4,"Value for price , camera quality is not good."
14595,2,Within 10 days of use this phone started lagging even on basic use like call whatsapp instagram. User interface blanks up after every call.
14596,2,"Not at all happy with camera, camera is just like basic phone."
14597,3,"This product is good enough but in terms of display,camera one have to compromise. but overall fine enough"
14598,5,𝓰𝓸𝓸𝓭 𝓵𝓾𝓬𝓴𝓲𝓷𝓰 𝓽𝓱𝓲𝓼 𝓹𝓱𝓸𝓷𝓮
14599,5,Overall good phone for this price. Liked it very much.
14600,3,48 mp cam only for name but no matter in camera don't buy this pH
14601,5,Different options get automatically switched on like ghost touch ....Fed up...Only 9 months and not working fine....Regret buying this.
14602,5,Value for money Great phone
14603,5,Well it's product is value for money. Good performance and battery backup also good.camera is like average quality.
14604,5,Value for money
14605,5,Nice one
14606,5,Superb budget category phone from an old and reputed brand.
14607,4,Great product...
14608,1,"Charging is Soo slowly ,,,,, network problem"
14609,3,Camera not good Moto 48 mp = mi 5mp
14610,1,Camra quality is very poor
14611,5,Nice phone
14612,5,Nice products l
14613,1,Not good phone camera is low quality
14614,4,Except camara clarity all other in mobile good.
14615,4,Value of money.... Very nice mobile
14616,5,Good prrformance
14617,2,There touch scree having issue. Also camera not so good as much 48 px ratio. Charging problem when it will get switch off. No faster charging as mentioned in specification. Only plus point price is less. Also don't understand one extra button is given which is not usable.
14618,4,Awesome product from Moto! Camera is amazing. One of the best Budget mobiles under 10000/-. Gaming is suberb.
14619,5,Very good and nice product
14620,5,M used from last 10 it's very good
14621,5,"Mostly I have been occupying MOTO E series for my Family. The micro observation is that MOTO E3 POWER, MOTO E5 PLUS, MOTO E7 PLUS have delivered to the expectation of the buyers. In terms of battery, configurations Power, Plus are far better than any normal MOTO E mobile. MOTO E7 PLUS is already getting ratings around 4.2"
14622,3,Length is ok wight againf L Small. over all is best money valuable phone .
14623,5,Good
14624,5,Overall good
14625,3,"Display, colours, and battery can be better"
14626,5,Very good mobile.. Value for money... Far far better than Redmi 9
14627,5,Great mobile with low budget
14628,5,"Wow moto. At this price it is the best. Elegant look, stock Android. Moto dose good job,"
14629,5,Beautiful
14630,3,Too much hacked and phone camera not good
14631,1,E7 plus has 48 mega pixel camera but its failed to match realme c12 .
14632,5,Good
14633,5,Best products by filpcart
14634,5,Parfect fone
14635,1,"Phone defective or used, many scratches back side of phone."
14636,4,YET ANOTHER MOTOROLA BRAND HANDSET.. DEFINITELY A CLASS ONE...NO BLOATWARES.. CAM :::NIGHT VISION EXCELLENT.DAY LIGHT LOOSE SHARPNESS...INK LIKE ..NON-DETAIL IMAGE........   .   SOUND:BASS GIVE FEEL TO HEAR SONG..IN A LOUD SITUATION MAY NOT HEAR CALL RING. . DISPLAY:: ADJUST WITH WHAT U PURCHASE...BUDGET SAID...
14637,1,It's front camera is very bad in night And flipkart service in very bad when you purches phone in sale
14638,3,Amazing phone under 10000
14639,5,Ok No problem super
14640,5,Good mobile .... Thanks to flipkart and moto
14641,5,Good product looking smart
14642,4,Ok
14643,5,Value for money
14644,1,Delay in calls and resonance during call
14645,5,Nice product
14646,5,Good phone per battery not fast charge
14647,4,It's awesome phone under 9k
14648,5,Excellent performance..
14649,1,Bad camera dont buy it. Motorola you loose the faith.. Dont buy motorola...
14650,5,Awesome product value for money
14651,5,Very nice mobile Moto ka
14652,4,Good
14653,5,Good to heavyweight
14654,5,Nice
14655,4,"Very nice camera,Night vision photos are very good. 2.5 Hours for full charge, Good display.Economical.Stock antroid for fast response.Overall very good phone ."
14656,5,Good
14657,1,Cemera quality is too bad
14658,2,Just okay...
14659,5,Excellent performance. Unbelievable quality
14660,4,Good value of money
14661,4,Product is good .. but took 14 days to delever the product ..
14662,4,Good price
14663,5,Nice
14664,5,Good mobile cost low
14665,5,Excellent Product Under 10K
14666,5,best non-chinese smartphone in this range.
14667,4,Good
14668,5,In mid price Motorola offer very good features smart phone and flipkart alawys good delivery service
14669,4,good
14670,4,Good
14671,3,Display and camera may make you sad but has cool value as per price...
14672,2,"Worst mobile ,no signal frequency and battery and cam also"
14673,1,Worst product in motorola brand. Being a moto lover it completely disappointed. Camera quality is not even match 8mp. What they are showing in web site is unmatched.
14674,5,Good product
14675,4,Camera clearity very good Good battery backup Screen size 6'5 inch in good in less price Light weight
14676,2,Bad mobile
14677,5,Camera is just ok 4* Battery performance is not good 3.5* But good product so 4.5*
14678,5,Good phn with great experience...thanks moto
14679,5,Wonderful set
14680,4,Just Good For This Price
14681,5,it's a good phone in cheap price...i like it.
14682,2,"It's seems to be using basic android phone No dual app options No data speed monitor Not much good quality of camera (worst) I felt went back to 2014 So finally I'm unsatisfied with the this mobile BUT for new users/senior citizens, this phone better to suit them."
14683,5,Excellent
14684,3,Good buy
14685,5,"3 days shipping!!!!!!!  latest snapdragon, 4/64gb, 48mp cam, 5000mah battery, dual sim... exciting...great deal...."
14686,5,I think best for value for money... awesome mobile
14687,4,Super
14688,5,Super
14689,1,Don't buy this product.. Waste of money... Please spend your valuable money in another product.
14690,3,Budgeted phone at this range..
14691,5,Camera is not as per given parameters.overall phone is good.
14692,3,Overall phone is nice.... stock android experience....but camera is decent.... display is nice just I was wondering that if they would gave FHD+ display then it was superb....but still hd+ display is also good....
14693,1,"Writing review after 10 days use . 1.Network Error/Signal problem - Huge drawback . 2.Call ending between conversations. 3.The operating system is not properly updated. The keyboard automatically pressing, like someone hacked the mobile . 4.auto calls and auto messageing .  Not at all satisfied .  No negative rating otherwise, I may opt for negative rating ."
14694,2,"Camera quality poor, processer very slow, can't play games with avg graphics, hangs frequently , network issue in phone."
14695,5,Best in the market under this prince .
14696,3,Camera is very poor as compare to other phone in this range
14697,4,Nice phone in budget price
14698,4,super
14699,4,Very good mobile
14700,5,Poor camera quality.
14701,5,Good Mobile of Moto...nice & thanks for Flipkart
14702,5,Very nice 👍 product but overall weight is slightly more. But very good phone in reasonable range
14703,5,best phone in this price
14704,4,Good experience
14705,2,Thanq u flipkart
14706,3,Good
14707,5,Back color is great Specification already mentioned and great deal for this amount Cover and screen guard not easily available in local market so better order it along with phone
14708,5,Ultimate Phone Processing is very fast and battery last Long . Gestures are like iPhone
14709,5,Good one
14710,5,Best mobile
14711,5,Nice performance value for money.
14712,5,Nice products
14713,3,Good Not bad Value for money
14714,5,Go for it for the Good Processor compared to other Mobile under 10k
14715,5,"Camera is low like i was thought , no feature like my expressions but battery performance is so gud Internet speed is low in this ."
14716,5,Nice Product bu some issues are fced when i'm enable loudspeakerthe receiver not herd properly that was the problem i faced however this is nice product under budget phone
14717,1,sale fraud hai don't purchase ...after 7 days i open my packet so i can't return now...screen is not working all time hanging and automatically call message wifi Blue tooth on of..such a worst product from motto... don't buy please and save money.. all my money waste on such aworst product
14718,5,"The Phone is just excellent, you name it you get it for a phone at so less price. Really Motorola has come out with a wonderful product for every one for such a low price. Absolutely value for money."
14719,3,First giving 3star to moto phone very disappointed by camera
14720,5,"Value for money,good battery backup ."
14721,1,Internet seepd not proper
14722,4,Good
14723,4,"A good deal in 8099 with 4,64gb......good camera. Decent battery but display could be better considering price range. Still due to it's stock Android experience little compromise can be done. If u are a moderate user and want to use for daily uses then just go for it. Value for money. I big thumbs up from my side."
14724,4,I got it at Rs. 8100/- it is the best phone in this price
14725,1,Not good
14726,4,Nice Phone for this price
14727,5,Very nice phone cheap and bast
14728,5,Okkkkk
14729,5,Average
14730,5,good phone
14731,4,Value for money
14732,4,Mobile is good but work bit slow. Nice mobile in this price
14733,5,Good job
14734,4,Nice phone but not reached my expertasions
14735,5,Great Mobile in low price
14736,4,Loved it...
14737,1,Poor Camera quality
14738,2,Camera very bad is front
14739,3,Not bad
14740,5,Good product
14741,4,Good mobile with small amount.
14742,5,Good product at this price.
14743,5,Its good product
14744,4,No added screen gard & also don't give a back cover ? That's not right!
14745,4,worth buying for stock Android experience but if you have slightly more budget then go for moto g9.
14746,5,Perfect product
14747,2,Phone kho gya h
14748,4,Good phone with cheap price
14749,4,Ok
14750,5,"I am a fan of clean stock android which is inside this device. Plastic back, well build and the blue dual textured colour is mind blowing. Value for money."
14751,5,Good
14752,4,Good performance
14753,3,good battery backup
14754,5,Perfect Product from Motorola. Loved it!
14755,5,"It's a good phone, good battery life, the camera isn't too good but satisfactory at this budget. It's a hardy phone. Overall very good in this budget"
14756,3,Camara quality poor....
14757,4,"By using this Phone for 2 weeks ,I would like to say mobile is Best in class. 1.Display - 5 star 2.Battery - 5 star it takes 2.15 hours to full charge. Heavy use 1day standby. Otherwise aaram se 2 din chalega. 3.Camera - 2 star, blurr effect 5star, camera features are good. But the only problem is camera quality need to improve like oppo. 4. Performance - 5 star Snapdragon jo hai😀"
14758,1,Camera quality is pathetic Overall performance also worst
14759,5,Very good
14760,4,Nice phone in this price. Average camera performance
14761,5,Super
14762,5,Its camera is awesome 🥰🥰🥰🥰 loved it
14763,4,Too good AI features
14764,2,Poor Camera quality and display
14765,1,Camera quality is very poor
14766,1,Camera is like 5 mp
14767,4,Satisfied with the product
14768,4,Charging very slowly
14769,5,Nice mobile
14770,5,Good product in this range
14771,4,"Nice looking, big phone, best performance"
14772,4,Moto is always my favorite brand . Moto e 7 plus is a very good phone in the price range. But the exchange policy is not good. My old e4 Plus was a good condition but exchange value only Rs. 1200/- which is not a good deal for me.
14773,5,Good product very nice must
14774,5,Budget phone...
14775,5,Camera is not as good as it should be.But overall in this budget it is good.
14776,1,VERY BAD PRODUCT
14777,5,A good product from moto.. Really nice
14778,1,"Please don't buy this product, signal strength is very very poor, like running 2g. Camera quality also not good Iam very 😡😠"
14779,5,Camera doesn't seem like 48mp. Screen brightness is low. Difficulty is there in day light. Rest all are good. Value for money. Still the best option in 8-9k range.
14780,5,"If display is of higher quality the mobile will be a great one. If you compare same configuration mobiles from other brands this is the best one as this mobile offers 48MP Camera, 5000mah, 4GB RAM, Clean UI and mainly Snapdragon 460. If you want to buy it go for it. It is the besst mobile under the price range."
14781,1,Dear friends do not buy this product the second day I purchased the product display comes shades and lines so pls do not buy this
14782,5,Good phone
14783,4,good mbl in this budget you must take it
14784,4,Average
14785,5,It is best in it's own. Price is well planned as compare to the features of the phone. Good camera and overall it is damn a good phone..
14786,1,Camera quality very bad
14787,5,best phone under 10000
14788,4,Screen is not too bright
14789,4,Value for money
14790,4,Worth buying at this price. Overall good performance.
14791,1,Totally waste of money
14792,5,Delivery packing is very bad...moto is good
14793,5,"Really awesome mobile at this price such a smooth experience it is not look like 60hz it's so snappy and fast in terms daily usage ,camera also too good Moto optimize at its best the phone has manual mode with 32 sec shutter speed and also has iso 3200 even Samsung A50 had only iso800 which is 15000 costlier than this battery also good it lasts one day with good usage but it lacks fast charging it has only 10w micro usb not type c and those who looking for best mobile under 10000 it is best ..."
14794,2,Battery low.  Settings more opection have. misty blue don't choose
14795,5,Excellent
14796,2,Had hang issue after few days use itself
14797,5,Camera isn't upto the mark.
14798,5,Average mobile phone
14799,3,"The camera quality is very disappointing.. you get clean stock experience, the display quality is average.."
14800,5,"Excellent product for 8000 rupees. Using it for last 10 days. Let me share my experience with pros and cons.  Read Carefully , thoroughly written every aspect.  Pros: 1.the biggest thing that attracted me towards this is the stock Android experience.  2. No Bloatware , no half nude ads ,nothing unnecessary. Comes only with the Moto and Google apps, no extra applications.  3. Selfie camera is great considering just 8 megapixel sometimes it outperform the M30s. Yes I have the M30s. This Moto i..."
14801,5,Very good product
14802,3,pros: 1. Stock Android 2. Build quality 3. Smoth operating 4. Front camera is good Cons: 1.It's rear camera is not up to mark as 48 mp but it's sharpness seems like only 8 mp camera so I urge to motorola company that don't pollutes brand name and work on camera sharpness and other issues which describes as below and solve in next updates 2. it's not over yet mobile has also laking in some common features like we don't use fingerprint scanner as selfie botton 3.there is no any option for re...
14803,5,Nice product
14804,3,I want type c port. This price segment.
14805,5,Value for money
14806,1,"If u like to take photos .your first choice to avoid this model mobile ,in specifications they buildup 48 MP& 8MP but useless"
14807,5,Nice and price worthy phone..... Go for MOTO👍
14808,4,Nice
14809,4,Good product.
14810,5,At this price range motorola gives great features and performance.
14811,5,its superb phone
14812,4,Nice phone in low budget
14813,3,Software is buggy
14814,5,Value for money.A great buy.
14815,5,Gud
14816,5,Best phone under 9k
14817,4,Very good at this price
14818,5,"A cool phone in considerably low price. This phone has not only the common features that every android phone contain, but also has some mind-blowing features and also has a great look and colour that make this phone very good. The performance is really very smooth and the price is also."
14819,5,"Value for money, build quality good, user experience is good."
14820,5,Best phone in the range Totally value for money
14821,5,Search a nice phone ...value for money...
14822,5,Camera is not up to mark. But it is a great budget phone. Offers high performance in less money. Battery backup is nice.
14823,3,SIM slot got issues. Error: SIM1/SIM2 not allowed for idea users. Please look into this.
14824,4,camera is normal. Battery backup good. Image quality is average.
14825,5,Fine
14826,5,best product at this price.
14827,3,Network issue
14828,4,"Value for money... Good operating system.... Good outlook... Camera is not worst but just ok ok.. Battery performance is good... Charger is not good, that is getting heat while charging. Gestures are outstandings...."
14829,5,Nice phone in this budget
14830,4,beast and beauty in one phone
14831,1,Heating problem
14832,5,"The mobile phone is excellent in this price, thanks to Flipkart."
14833,5,"Exceptional Phone based on price range. The only downside when I pick up my phone is weight. In spite of that, I will give this product a 5 star. Battery life is awesome and long lasting. Graphics is pretty good. Sensors are working very well. All in all, a quality phone from Motorola, something we have come to expect from them. Another winner is that this phone is made in India."
14834,5,Awesome
14835,4,Nice phone
14836,4,good product service boy good service
14837,5,Naic yr
14838,5,Good
14839,2,Don't buy this product it's totally disappointed to me when I used this camera is very poor if you are looking for a camera phone then never buy this product
14840,4,Superb thank you God ...thank u Flipkart it's worth the wait...
14841,5,Nice product 👍
14842,4,If you want to copy some files through USB cable it takes long time than asusual because of its low processor...but overall value for money....
14843,5,One of the best under 10k range... Highly impressed... Moto back.....
14844,5,"Awesome product,camera quality is very good sound is also good battery backup is awesome..and thanks for flifkart for delivery service."
14845,1,Hang problem
14846,4,Nice mobile value for money and battery backup is very nice 👌👌
14847,3,Volume voice is low but all average
14848,3,Phone is good in every aspect but I was highly disappointed that this phone only supports 720p in YouTube.
14849,1,It is not 48mp it is just 12mp
14850,5,Still am not get invoice
14851,5,Good product
14852,5,Very nice
14853,3,Excellent 👍
14854,5,Best phone in this budget.. satiesfied for this product😍
14855,5,Bluetooth not connected with some bluetooth headphone like boat and sony
14856,3,Not superb...simply good...screen is too dark and battery is not good as asus...what is good is the stock Android..
14857,4,"Mobile Phone is quality good but unlucky person bcoz display broken with in 10days,plz buy backcover and screen guard."
14858,4,Good mobile...great price
14859,5,Mind blowing  Nice product
14860,5,Best Mobile under 10k
14861,4,Good mobile...
14862,4,Best value for money lower budget phone..
14863,1,Network gaining capabilities are bad quality.
14864,5,Nice products...just I love it.....
14865,4,Over all mobile is very nice nd clean stock android but update is important for camera improvement
14866,3,Ok product....
14867,3,Good but not best
14868,5,awsome it's is a amazing👍😍👍 product
14869,5,"Very Nice Mobile phone price is Average, Gift for My Dad....."
14870,4,"Good product I purchased it for my mom alternative.for Chinese smartphone I think this is best one for moderate usage, in low settings we can play COD without lagging, camera is good in Google camera."
14871,4,Camera clarity not satisfaction 48mp
14872,4,Good
14873,5,Product is best .but Flipkart service is bad . delivered late ..after 2days on expected date I get my product.
14874,4,Better
14875,1,"Selfie camera is very bad ,it doesn't work properly in artificial light, totally wastage of money."
14876,5,Wow super product
14877,1,Poor camera
14878,1,It's not possible use dual sim with SD card.any one is possible...all buyers verify once...
14879,5,Awesome but camera is okay that's it otherwise phone is running smoothly and the stock Android is also good with latest security update in a price range of 8100rs everything is awesome. Thank You MOTO
14880,5,Product really awesome in this price pls go for it
14881,3,Camera quality is average Battery performance is not so great Overall it’s ok ok phone.
14882,4,Ok
14883,4,"If u put phn on the flat surface, it wil start working itself, don't know how and why , but it's awesome phn in less amount, happy with it"
14884,5,This is ossm❤️
14885,2,Camera is not good. It get blurry when focus on any object. Battery is ok Display ok Performance is better
14886,5,verry Nice mobile thanks for Flipkart
14887,5,Best for gaming
14888,1,One of the worst product I have ever used
14889,5,Overall Good Phone at this price.  Better to buy  Will also write reviews after using several months
14890,5,good produt
14891,5,Value for money Nice performance Camera perfect
14892,5,Excellent mobile
14893,1,"Phone not good, camera quality not good, overall phone nor worth for money"
14894,1,"A horrible, defective product."
14895,5,Good features in reasonable price
14896,2,Camera is very bad . Battery is ok. Not worthy mobile
14897,5,"This phone has a long battery backup along with fast charging, it has 64 GB of storage and RAM 4 GB, the camera is 48 mega pixel primary and 4mega pxl Ka Depth The sensor is fingerprint Along with face lock, there is also full screen Available in Android version 10, its 2 colors are misty Blue and orange"
14898,5,Nice
14899,4,Battery charging and discharging both are speedy
14900,4,nice phone.....
14901,3,Camera is not good and phone will lag sometime and some network related issues
14902,5,Very nice mobile. Value for money. Good camera. Light weight. Good look.
14903,5,Superb
14904,5,Fully satisfied
14905,4,Good
14906,5,Very good phone
14907,5,Suoerb device
14908,1,Don't buy this Mobile phone. Not worth for money. Having battery issue and Filpcart also not helping replacement or your money back.
14909,1,This is 2nd time I was purchased mobile from Flipkart.and also as usual they providing low quality products.as per discription it show 48MP camera but they providing camera is not more than 2MP.totally waste of money.
14910,5,Battery hit problm Also charger hit Otherwise phone r superb
14911,3,Good but camera is poor quality
14912,5,Nice Mobile totally money value good Motorola nice company brand
14913,5,Nice Phone
14914,3,Mobile is Best in this price range..Its Awesome
14915,3,camera isn't that good and you may find some features dissapointed but overall good product
14916,4,Not as i expected...realme narzo 20A is better than this...
14917,1,Network issue.bad mobile.both SIM slot not working. Flipkart not respond to me.worst online products in Flipkart. Don't buy moto e7 plus.
14918,1,Software complaint and touch sensor complaint after 4 month
14919,5,Super pic
14920,4,Really very good speakers
14921,4,Nice phone
